Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Senat	Dem Senat gehören als stimmberechtigte Mitglieder neun Vertreterinnen oder Vertreter der Gruppe der Professorinnen und Professoren, drei Vertreterinnen oder Vertreter der Gruppe der akademischen Mitarbeiterinnen und Mitarbeiter, zwei Vertreterinnen oder Vertreter der Gruppe der Mitarbeiterinnen und Mitarbeiter in Technik und Verwaltung sowie drei Vertreterinnen oder Vertreter der Gruppe der Studierenden an.\n\nDie Amtszeit der Vertreterinnen oder Vertreter der Gruppe der Studierenden beträgt ein Jahr, die Amtszeit der anderen stimmberechtigten Mitglieder des Senates beträgt vier Jahre.\n\nNichtstimmberechtigte Mitglieder des Senats sind die Präsidentin oder der Präsident, die Vizepräsidentinnen oder Vizepräsidenten, die Dekaninnen oder Dekane, die Vertrauensperson der schwerbehinderten Menschen, die oder der Beauftragte für Studierende mit Behinderung oder chronischer Erkrankung, die oder der Vorsitzende des Personalrats und des Personalrats nach § 105 Landespersonalvertretungsgesetzes, die oder der Vorsitzende des Allgemeinen Studierendenausschusses, die zentrale Gleichstellungsbeauftragte sowie die Leiterin oder der Leiter zentraler Einrichtungen.\n\n **	Editorial		[]	false	[]	80
Hochschulrat	Der Hochschulrat berät das Präsidium und übt die Aufsicht über dessen Geschäftsführung aus. Er ist berechtigt, alle Unterlagen der Hochschule einzusehen und zu prüfen. Der Hochschulrat tritt mindestens viermal im Jahr zusammen.\n\nDer Hochschulrat besteht aus acht Mitgliedern,  die in verantwortungsvollen Positionen in der Gesellschaft, insbesondere der Wissenschaft, Kultur oder Wirtschaft tätig sind oder waren und auf Grund ihrer hervorragenden Kenntnisse und Erfahrungen einen Beitrag zur Erreichung der Ziele und Aufgaben der Hochschule leisten können. Die Amtszeit beträgt fünf Jahre.\n\n \n\nDie nächste Sitzung des Hochschulrates findet statt am:**\n\nDonnerstag, 04.07.2019   Austausch mit dem Senat\n\n**	Editorial		[]	false	[]	81
Präsidium	Das Präsidium leitet die Hochschule. In Ausübung dieser Aufgabe obliegen ihm alle Angelegenheiten und Entscheidungen der Hochschule, für die im Hochschulgesetz nicht ausdrücklich eine andere Zuständigkeit festgelegt ist.	Editorial		[]	false	[]	82
Fachbereich Wirtschaft und Gesundheit	Der Fachbereich Wirtschaft und Gesundheit bietet mehr als 3400 Studierenden ein attraktives Angebot von 22 Studiengängen. Das Fächerspektrum ist interdisziplinär und international ausgerichtet und umfasst u.a. Betriebswirtschaftslehre, Internationales Management, Informatik, Pflege und Gesundheit, Psychologie, Recht.\n\n \n\n \n\n Presse \n\n04.06.2019\n\n [Buchvorstellung „Aktuelle pflegewissenschaftliche Entwicklungen im Gesundheitswesen“](https://www.fh-bielefeld.de/wug/presse/buchvorstellung-aktuelle-pflegewissenschaftliche-entwicklungen-im-gesundheitswesen) \n\nDer Raum B 347 war bereits eine gute Viertelstunde vor dem Start der Veranstaltung zur Buch­vor­stellung gut gefüllt,\n\n[Mehr](https://www.fh-bielefeld.de/wug/presse/buchvorstellung-aktuelle-pflegewissenschaftliche-entwicklungen-im-gesundheitswesen)\n\n03.06.2019\n\n [„Die Seele der Fachhochschule sind Sie!“](https://www.fh-bielefeld.de/presse/pressemitteilungen/die-seele-der-fachhochschule-sind-sie) \n\nFachbereich Wirtschaft und Gesundheit verabschiedete 500 Absolventinnen und Absolventen\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/die-seele-der-fachhochschule-sind-sie)\n\n31.05.2019\n\n [Deutschland und die Niederlande: eine besondere Beziehung](https://www.fh-bielefeld.de/wug/presse/deutschland-und-die-niederlande-eine-besondere-beziehung) \n\nEinfach sind sie nicht, die deutsch-niederländischen Beziehungen: Das von der deutschen Luftwaffe zerstörte Rotterdam, legendäre Fußballspiele bei großen Turnieren,\n\n[Mehr](https://www.fh-bielefeld.de/wug/presse/deutschland-und-die-niederlande-eine-besondere-beziehung)\n\n31.05.2019\n\n [Ältere Konsumentinnen und Konsumenten in den Blick nehmen](https://www.fh-bielefeld.de/presse/pressemitteilungen/aeltere-konsumentinnen-und-konsumenten-in-den-blick-nehmen) \n\nProf. Dr. Gerald Oeser forscht an der FH Bielefeld zum Thema Konsumverhalten\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/aeltere-konsumentinnen-und-konsumenten-in-den-blick-nehmen)\n\n29.05.2019\n\n [Netzwerktreffen in Südkorea](https://www.fh-bielefeld.de/presse/pressemitteilungen/netzwerktreffen-in-suedkorea) \n\nVertreterinnen und Vertreter der FH Bielefeld im Rahmen des IBSEN-Meeting zu Gast an der Hallym Universität in Chuncheon\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/netzwerktreffen-in-suedkorea)\n\n[Weitere Pressemitteilungen](https://www.fh-bielefeld.de/wug/presse/archiv)	Editorial		[]	false	[]	83
Fachbereich Ingenieurwissenschaften und Mathematik	Der Fachbereich bietet Studierenden in Bielefeld und am Campus Gütersloh ein modern ausgerichtetes Studium, das den Anforderungen der Zukunft gerecht wird. Das Angebot der breit angelegten Studiengänge gewährleistet dabei eine umfassende Ausbildung in den ingenieurwissenschaftlichen und mathematischen Berufsfeldern.\n\nDie Studierenden lernen sowohl grundlagenorientiert, als auch anwendungsnah an Methoden, Prozessen und Systemen zu arbeiten. Die persönliche Atmosphäre am Fachbereich, die hochmodernen Labore und die individuelle Betreuung durch die Professorinnen und Professoren garantieren optimale Studienbedingungen.\n\nAuf Basis aktueller Forschungsprojekte, die in enger Kooperation mit Industriepartnern und anderen Forschungseinrichtungen durchgeführt werden, ermöglicht der Fachbereich eine praxisnahe Lehre, sodass die Absolventinnen und Absolventen optimal auf die Anforderungen der Industrie vorbereitet werden.\n\n Aktuelles \n\n[Beratung zu Auslandsaufenthalten im Studium](https://www.fh-bielefeld.de/ium/aktuelles/beratung-zu-auslandsaufenthalten-im-studium)\n\nAb sofort wieder dienstags und mittwochs im Fachbereich Ingenieurwissenschaften und Mathematik.\n\n[Mehr](https://www.fh-bielefeld.de/ium/aktuelles/beratung-zu-auslandsaufenthalten-im-studium)\n\n[Probevorlesungen](https://www.fh-bielefeld.de/ium/aktuelles/probevorlesungen)\n\nAm 07.06.2019 finden am Fachbereich IuM, Campus Gütersloh, Probevorlesungen für die Professur „Mechatronik und Automatisierung“ statt.\n\n[Mehr](https://www.fh-bielefeld.de/ium/aktuelles/probevorlesungen)\n\n[Probevorlesungen](https://www.fh-bielefeld.de/ium/aktuelles/probevorlesung)\n\nAm 12.06.2019 finden am Fachbereich IuM, Campus Gütersloh, Probevorlesungen für die Professur „Marketing und Technischer Vertrieb“ statt.\n\n[Mehr](https://www.fh-bielefeld.de/ium/aktuelles/probevorlesung)\n\n Presse \n\n03.06.2019\n\n [„Freunde zu Gast in Bielefeld“](https://www.fh-bielefeld.de/presse/pressemitteilungen/freunde-zu-gast-in-bielefeld) \n\nFachhochschule Bielefeld empfängt russische Delegation im Rahmen des Deutsch-Russischen Themenjahres „Hochschulkooperation und Wissenschaft“\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/freunde-zu-gast-in-bielefeld)\n\n28.05.2019\n\n [„Norwegen ist ein Land mit großer Änderungsbereitschaft...“](https://www.fh-bielefeld.de/presse/pressemitteilungen/norwegen-ist-ein-land-mit-grosser-aenderungsbereitschaft) \n\n4. Veranstaltung der Reihe „Durch die Lupe betrachtet“ im MARTa Museum Herford thematisierte Norwegen\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/norwegen-ist-ein-land-mit-grosser-aenderungsbereitschaft)\n\n28.05.2019\n\n [„Das Studium hat mich sehr gut vorbereitet...“](https://www.fh-bielefeld.de/presse/pressemitteilungen/das-studium-hat-mich-sehr-gut-vorbereitet) \n\nFachbereich Ingenieurwissenschaften und Mathematik verabschiedete 195 Absolventinnen und Absolventen\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/das-studium-hat-mich-sehr-gut-vorbereitet)\n\n28.05.2019\n\n [Nächstes Etappenziel auf dem Weg zur REGIONALE 2022](https://www.fh-bielefeld.de/presse/pressemitteilungen/naechstes-etappenziel-auf-dem-weg-zur-regionale-2022) \n\nVorstudie „Vernetzte Mobilität OWL“ gestartet\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/naechstes-etappenziel-auf-dem-weg-zur-regionale-2022)\n\n28.05.2019\n\n [Lateinamerika am Campus Gütersloh (mit)erleben](https://www.fh-bielefeld.de/ium/presse/lateinamerika-am-campus-guetersloh-miterleben) \n\nWährend der internationalen Woche vom 13. bis 17. Mai konnten Studierende, Lehrende und Mitarbeiter des Fachbereichs IuM am Campus Gütersloh durch die geladenen Gäste ein Stück Lateinamerika miterleben.\n\n[Mehr](https://www.fh-bielefeld.de/ium/presse/lateinamerika-am-campus-guetersloh-miterleben)\n\n[Weitere Pressemitteilungen](https://www.fh-bielefeld.de/ium/presse/archiv)	Editorial		[]	false	[]	84
Fachbereich Campus Minden	Auf dem Campus Minden der Fachhochschule Bielefeld sind rund 1.600 Studierende in elf Studiengängen vom Bauwesen über Informatik und Ingenieursstudiengängen bis zu Gesundheits- und Krankenpflege eingeschrieben. Neben der inhaltlichen Breite werden auch verschiedene Studienmodelle wie praxisintegriertes, kooperatives oder duales Studium angeboten.\n\nNeben den klassischen Vollzeitstudiengängen wird Bauingenieurwesen als kooperative Variante angeboten, der ein Teil der handwerklichen Ausbildung vorausgeht. Bei den praxisintegrierten Studiengängen Maschinenbau, Elektrotechnik und Wirtschaftsingenieurwesen wechseln sich Praxisphasen im Unternehmen über elf Wochen mit Theoriephasen an der Hochschule über zwölf Wochen ab. Im dualen Bachelorstudiengang Gesundheits- und Krankenpflege erlangen die Studierenden in acht Semestern sowohl den Bachelorabschluss als auch den Abschluss der Berufsausbildung. Dieser Studiengang wird vom \n\n[Fachbereich Wirtschaft und Gesundheit](https://www.fh-bielefeld.de/wug \"Fachbereich Wirtschaft und Gesundheit\")\n\n angeboten. Weitere Informationen zu den Studiengängen in Minden finden Sie \n\n[hier](https://www.fh-bielefeld.de/minden/studium/studiengaenge \"Studiengänge\")\n\n.\n\n Presse \n\n28.05.2019\n\n [Vorträge, Infostände und offene Labore](https://www.fh-bielefeld.de/presse/pressemitteilungen/vortraege-infostaende-und-offene-labore) \n\nBeim 10. Hochschulinformationstag informierten sich rund 300 Besucherinnen und Besucher über das Studium auf dem Campus Minden\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/vortraege-infostaende-und-offene-labore)\n\n08.05.2019\n\n [Forschungskolloquium am Campus Minden](/minden/presse/Forschungskolloquium am Campus Minden) \n\nDynamische Fluchtweglenkung und neue Wege der Gebäudeautomation\n\n[Mehr](/minden/presse/Forschungskolloquium am Campus Minden)\n\n07.05.2019\n\n [Studierende schätzen die sehr gute Ausstattung](https://www.fh-bielefeld.de/presse/pressemitteilungen/studierende-schaetzen-die-sehr-gute-ausstattung) \n\nFH Bielefeld überzeugt in ingenieurwissenschaftlichen und technischen Studiengängen im CHE-Ranking\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/studierende-schaetzen-die-sehr-gute-ausstattung)\n\n28.03.2019\n\n [Programmierende Mädchen und pflegende Jungs](https://www.fh-bielefeld.de/presse/pressemitteilungen/programmierende-maedchen-und-pflegende-jungs) \n\nSchülerinnen und Schüler erhalten praktische Einblicke in Studiengänge beim Girls’- und Boys‘-Day 2019 an der FH Bielefeld.\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/programmierende-maedchen-und-pflegende-jungs)\n\n[Weitere Pressemitteilungen](https://www.fh-bielefeld.de/minden/aktuelles-aeltere-beitraege)	Editorial		[]	false	[]	85
Fachbereich Gestaltung	Studienschwerpunkt des Bachelor- und Masterstudiengangs des Fachbereichs Gestaltung ist die konzeptuelle Gestaltung. In den vier Studienrichtungen Fotografie und Medien, Grafik und Kommunikationsdesign, Mode und Studienrichtung Digital Arts and Experiment werden sinnlich wahrnehmbare Phänomene der Kunst, Kultur und Gestaltung in Theorie und Praxis diskutiert und reflektiert. Die Gestaltungsergebnisse werden in Kooperation mit zahlreichen regionalen und überregionalen Kunst- und Kulturinstitutionen in Form von Ausstellungen, Werk- und Modeschauen, Tagungen, Symposien, Buchprojekten u.v.m. einer breiten Öffentlichkeit vorgestellt.\n\nWeiterleitung zur Projektseite Gestaltung in Bielefeld\n\n Aktuelles \n\n[Künstlerisch-gestalterische Eignungs-/Begabungsprüfung 12. u. 13. Juni 2019](https://www.fh-bielefeld.de/gestaltung/aktuelles/neu)\n\nDie Themen für die zu erstellende Hausaufgabe sind veröffentlicht worden\n\n \n\n[Mehr](https://www.fh-bielefeld.de/gestaltung/aktuelles/neu)\n\n Presse \n\n04.06.2019\n\n [Die Bielefeld-Biennale, PLAKARTIVE - Open Mind 2019.](https://www.fh-bielefeld.de/gestaltung/presse/plakative-2019) \n\nKunst im öffentlichen Raum in Bielefeld-Mitte, am Bahndamm**\n\nentlang der Mindener-Straße und unter dem OWD.**\n\n[Mehr](https://www.fh-bielefeld.de/gestaltung/presse/plakative-2019)\n\n31.05.2019\n\n [Studierende realisieren Fotokunstprojekt für das IntercityHotel Frankfurt/Hauptbahnhof](https://www.fh-bielefeld.de/Hochschule/Fachbereiche/Fachbereich+Gestaltung/Presse/Intercity+Hotel+Frankfurt+_+Hauptbahnhof-p-50790.html) \n\nDie Studierenden Maren Katerbau und Lukas Heibges realisierten unter der Federführung von Professor Emanuel Raab ein weiteres Fotokunstprojekt für das IntercityHotel Frankfurt/Hauptbahnhof. \n\n[Mehr](https://www.fh-bielefeld.de/Hochschule/Fachbereiche/Fachbereich+Gestaltung/Presse/Intercity+Hotel+Frankfurt+_+Hauptbahnhof-p-50790.html)\n\n23.05.2019\n\n [FH-Absolventin für Grimme Online Award 2019 nominiert](https://www.fh-bielefeld.de/presse/pressemitteilungen/fh-absolventin-fuer-grimme-online-award-2019-nominiert) \n\nProjekt „Pille Palle“ der Fotografin Kathrin Ahäuser Chance auf Award in der Kategorie „Wissen und Bildung“\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/fh-absolventin-fuer-grimme-online-award-2019-nominiert)\n\n22.05.2019\n\n [Neue Professorin für das Lehrgebiet Motion Design](https://www.fh-bielefeld.de/presse/pressemitteilungen/neue-professorin-fuer-das-lehrgebiet-motion-design) \n\nProfessorin Claudia Rohrmoser wurde zum 1. März an den Fachbereich Gestaltung berufen\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/neue-professorin-fuer-das-lehrgebiet-motion-design)\n\n22.05.2019\n\n [Neuberufen am Fachbereich Gestaltung](https://www.fh-bielefeld.de/presse/pressemitteilungen/neuberufen-am-fachbereich-gestaltung) \n\nProfessor Florian Kühnle besetzt seit dem 1. März die Professur für das Lehrgebiet Interactive Environments\n\n[Mehr](https://www.fh-bielefeld.de/presse/pressemitteilungen/neuberufen-am-fachbereich-gestaltung)\n\n[Weitere Pressemitteilungen](https://www.fh-bielefeld.de/gestaltung/presse/archiv)	Editorial		[]	false	[]	86
Weltoffene Hochschule	Die in der Hochschulrektorenkonferenz (HRK) zusammengeschlossenen Hochschulen wenden sich in einer bundesweiten Aktion gegen Fremdenfeindlichkeit und Nationalismus und treten offensiv für Aufgeschlossenheit und Weltoffenheit ein. Die HRK-Mitglieder bekennen sich mit dem Slogan \n\n„Weltoffene Hochschulen – Gegen Fremdenfeindlichkeit“**\n\n zu ihrer Haltung. Sie reagieren damit auf rassistisch motivierte verbale und physische Gewalt in Deutschland und auf Abschottungstendenzen in etlichen Staaten Europas und der übrigen Welt, darunter den USA.\n\nHochschulen sind weltoffene Orte. Differenzierte Sichtweisen, Meinungsvielfalt, und internationaler Austausch sind Grundlagen ihrer Forschungs- und Lehrtätigkeit. Angesichts zunehmender fremdenfeindlicher Tendenzen und des steigenden Erfolgs populistischer Parolen fühlen sich die Hochschulen gefordert, für diese Werte gemeinsam offensiv einzutreten.\n\nDas unterstützt auch die Fachhochschule Bielefeld.\n\nMehr zu \n\n[\"Weltoffene Hochschule – Gegen Fremdenfeindlichkeit\"](https://www.hrk.de/weltoffene-hochschulen)	Editorial		[]	false	[]	87
Qualitätsverständnis	Als lernende Organisation ist die Hochschule aktiv auf der Suche nach Verbesserungsmöglichkeiten, insbesondere im Hinblick auf\n\nStudium, Lehre und Weiterbildung,\n\nForschung, Entwicklung und Transfer,\n\nihre Serviceleistungen,\n\ndas Lern- und Arbeitsklima,\n\nihre Rolle als Arbeitgeberin,\n\nihre Strukturen und Prozesse und\n\neinen systematisch und kontinuierlich betriebenen Arbeits- und Gesundheitsschutz.\n\nDas Qualitätsverständnis und die Qualitätspolitik der FH Bielefeld basieren auf der starken intrinsischen Motivation der Hochschulmitglieder.\n\nHochschulleitung, Fachbereiche, Verwaltung und Serviceeinheiten stimmen gemeinsame strategische Qualitätsziele ab und überprüfen regelmäßig deren Erreichung. Dabei\n\nerfolgen Rückmeldungen zum Status Quo ungeschminkt und offen,\n\nwerden Perspektiven verschiedener interner und externer Expertinnen und Experten einbezogen und\n\nVerbesserungsmaßnahmen gemeinsam abgestimmt und erprobt.\n\n Gemeinsam für Studium und Lehre – Durchlässigkeit, Chancengleichheit und Vielfalt **\n\nMit dem QM-System in Studium und Lehre verfolgt die Hochschule folgende Kernziele:\n\nEin bedarfsgerechtes, attraktives und vielfältiges Studienprogramm für alle!\n\nUmfassende Unterstützung aller Studierenden bei der Erreichung ihrer Studienziele!\n\nSteigerung und Sicherung des Qualifikationsniveaus aller Absolventinnen und Absolventen!\n\nEinhaltung aller rechtlichen Rahmenbedingungen, internen Vorgaben sowie Verpflichtungen aus Kooperationsverträgen!\n\n \n\nDas Qualitätsverständnis der FH Bielefeld finden Sie im Downloadbereich links. Hochschulangehörige finden weitere Informationen im \n\n[Intranet](https://www.fh-bielefeld.de/beschaeftigte/intern/mitteilungen/dezernat1/qualitaet-in-studium-und-lehre \"Qualität in Studium und Lehre\")\n\n.	Editorial		[]	false	[]	88
Selbstverständnis	Selbstverständnis der FH Bielefeld**\n\nIn Lehre und Forschung leistet die Fachhochschule Bielefeld einen verantwortungsvollen Beitrag zur gesellschaftlichen Entwicklung, in besonderer Weise ist sie dabei ihrem regionalen Umfeld verpflichtet.\n\nLehre:**\n\n Unsere \n\n[Lehre](https://www.fh-bielefeld.de/studiengaenge \"Studiengänge\")\n\n dient der akademischen Bildung, qualifiziert für Fach- und Führungsaufgaben und macht neugierig auf lebenslanges Lernen.\n\nForschung und Entwicklung:**\n\n In \n\n[Forschung und Entwicklung](https://www.fh-bielefeld.de/forschung \"Forschung\")\n\n stellen wir uns den großen gesellschaftlichen Herausforderungen.\n\nTransfer:**\n\n In Technologietransfer und \n\n[wissenschaftlicher Weiterbildung](https://www.fh-bielefeld.de/weiterbildung \"Weiterbildung\")\n\n orientieren wir uns am Bedarf in der Region.\n\nVielfalt:**\n\n Vielfalt und Chancengleichheit sind für uns Programm.\n\nLern- und Arbeitsklima:**\n\n Unser Lern- und Arbeitsklima ist offen, anregend, förderlich und kooperativ.\n\nDie Fachhochschule Bielefeld versteht sich als lernende Organisation.	Editorial		[]	false	[]	89
